date,title,text,bewertung,sterne,author,land,nützlich,date_online
Datum der Erfahrung: 04. September 2023,Insgesamt schlecht,"Auch wenn das wahrscheinlich niemand der Entscheidungsträger der DB zur Kenntnis nimmt, unsere  Reise von Leipzig nach München und zurück waren eine Katastrophe. Bahnausfall, Verspätung, fast Flug verpasst!!Platzreservierungen ungültig.Es wird immer schlechter.Wir fahren wieder Auto, denn diesen Stress will sich niemand antun.",3 Bewertungen,Bewertet mit 1 von 5 Sternen,Frank Pöhler,DE,,
Datum der Erfahrung: 18. September 2023,Für mich eines der schlechtesten…,Für mich eines der schlechtesten Unternehmen. Ja auch ich würde gern 0 Sterne geben. Freundlichkeit = 0 Punkte Kosten für Tickets = unverschämt hoch Nur gut das wir so gut wie nie drauf angewiesen sind aber die paar Male wurden wir immer wieder bitter enttäuscht. Auf so ein Unternehmen können wir gern verzichten lieber Staat.,1 Bewertung,Bewertet mit 1 von 5 Sternen,Nicole Irmisch,DE,,
Datum der Erfahrung: 17. September 2023,Regionalzug von Kiel nach Hamburg…,"Regionalzug von Kiel nach Hamburg startete plötzlich statt auf Gleis 4 auf Gleis 3. Hunderte von Personen mußten sich umorientieren. Viel zu wenig Wagons wurden angeboten, sodass sich die Menschen in den Gängen stapelten. Kreuzfahrer/innen und Fußballfans kamen wohl unerwartet für die DB und so entstand Kaos bis Hamburg, welches sich in ähnlicher Weise schon am 3.09. 2023 darstellte, jedoch ohne Fussballfans. In Hamburg total überfüllter Bahnhof, viel Polizeiaufgebot, doch keine Organisation. Gebuchter ICE nach Münster tauschte die Wagonreihenfolge, sodass mein gehbehinderter Mann und ich, mit Gepäck, wieder von einem Zugende zum anderen laufen mußten. Der Urlaub ist nach diesen Ärgernissen wieder futsch und das Unvermögen der DB sich auf aktuelle Begebenheiten einzustellen und Ihre eigenen Aushänge zu beachten, für mich, sehr unverständlich. Ich wünsche mir einen Verkehrsminister, der sich mal als Undercoverboss, 1ne Woche mit der Bahn durch Deutschland quält, nicht erster Klasse oder im Sonderzug, sondern so wie die Pendler es, viele Tage Ihres Arbeitslebens, tun müssen. Wer berät die Politiker? Ich habe oft den Eindruck, die Politiker und ihre Berater leben in Parallelwelten und kommen nur zum Gesetze machen kurz in unsere Welt.  Da muss sich ganz ganz dringend etwas ändern! Nach meinen Erfahrungen am 3.09. und 17.09.2023 habe ich für mich beschlossen, jeden Tag dankbar zu sein, nicht auf die DB angewiesen zu sein.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Sabine Schürmann,DE,,
Datum der Erfahrung: 11. September 2023,Pünktlichkeit lässt zu wünschen über,"Pünktlichkeit lässt zu wünschen über. Überfüllte Züge....Teure Tickets. Ständig Schienenersatzverkehr.....Eine  Zugstation mit dem Express von Luth. Eisleben nach Röblingen kostet 4.60 Euro!!!! Je kürzer die Strecke je teurer? Die ganze Fahrt bis von Lutherstadt Eisleben bis Halle kostet 6.60 Euro. Völlig schräg.....und das Hopperticket können ja nur Leute nutzen, die Bürgergeld empfangen oder frei haben....warum muss das denn zeitlich eingeschränkt sein. Arschtritt an die arbeitende Bevölkerung.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Nina Caitlin,DE,,
Datum der Erfahrung: 18. September 2023,Wenn es minus Sterne geben würde hätte…,Wenn es minus Sterne geben würde hätte die Deutsche Bahn sich -5 Sterne eingeholt. Der größte Saftladen wenn es um deutsche Unternehmen geht. Die Wut die in einem hochkommt ist nicht in Worte zu fassen.,1 Bewertung,Bewertet mit 1 von 5 Sternen,txoom,DE,,
Datum der Erfahrung: 01. Juli 2023,Deutschland ticket,"3 mal in einem monat abgebucht fürs Deutschlandticket, seit Juli. Es geht keine am Telefon dran bis vor kurzem, jetzt geht der anruf nicht mehr. Mehrmals emails geschrieben, ein brief per post geschickt, es kommt einfach keine Rückmeldung. Ich hatte the Lastschrift wiedergerufen, jetzt bekomme ich nach jeder 2 wochen ein Zahlungserinnerung + mannung. Dats ist echt schxxßx.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Mohamed Sow,DE,,
Datum der Erfahrung: 11. September 2023,"Alles sche¡sse,.personal unfreundlich","Alles sche¡sse,.personal unfreundlich, Heute ersten schultag und komme zu spät (obwohl ich eine halbe stunde früher losgegamgen bin) Weil 4 bahnen hintereinander ausfallen. AM ERSTEN SCHULTAG KOMME ICH ZUBSPÄT WEGEN EUCH WICHSERN UND MUSS JZ WARSCHEINLICH ERSTE REIHE SITZEN",1 Bewertung,Bewertet mit 1 von 5 Sternen,Julia klee,DE,,
Datum der Erfahrung: 16. September 2023,Deutsche Bahn ein Graus,Deutsche Bahn ein Graus! Züge immer zu spät oder kommen gar nicht! Dreckige oder nicht funktionierende Toiletten! Und dazu  noch unverschämt hohe Ticketpreise!🤦‍♀️,1 Bewertung,Bewertet mit 1 von 5 Sternen,Tanja Bohner,DE,,
Datum der Erfahrung: 15. September 2023,Katastrophe,"Mal abgesehen davon, dass die deutsche Bahn ständig Verspätungen und Ausfälle hat, finde ich es kack frech, dass wenn man noch pünktlich am Zug ist die Türen nicht mehr aufgehen und der Zug einfach losfährt. Ich kriege das nicht bezahlt, wenn ich zu spät zur Arbeit komme und das ist heute nicht das erste mal. Spät abends darf man zusehen wie man nachhause kommt, weil die DB auf Anschlusszüge wartet. Alles schön und gut aber vielleicht sollten die mal einführen, dass die Züge sich auch mit den Bussen in verbindung setzen können oder das die Verbindungen besser geplant werden. Würde am liebsten 0 Sterne geben 🙌🏻",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Julia Giese,DE,,
Datum der Erfahrung: 17. September 2023,Ich gebe 3 Sterne,"Ich gebe 3 Sterne, weil die DB auf keine Email reagiert, die Ansagen an den Bahnhöfen sind Katastrophal, weil ein Großteil der Ansagen einfach viel zu spät sind, die Halte-Benachrichtigung nicht immer stimmen, und vorallem die Leute die eingeschränkt sind, haben damit einfach nur damit ihre Probleme unf heute in der RB 49 von Gießen nach Hanau HBF sind die Toiletten einfach nur Katastrophal und vorallem die Hygiene wird selten groß geschrieben. Wenigstens gibt es Toiletten, aber das die so unhygienisch sind, dass das Klopapier aus der Toilette fällt und manche Leute keine Hygiene kennen, das muss auch nicht sein, es sollte öfters darauf geachtet werdeb, als auf alles andere. Das die DB in allen Zügen eine Überwachungskamera hat, ist klar auch auf der Toilette keine sind, das ist klar, dann soll die DB mehr Reinigunskräfte für die Züge organisieren, wenn wir für eine Zugfahrt von 5 min fast 2-3€ hinlegen müssen.Ich persönlich fahre tagtäglich mit der Bahn zur Arbeit und würde mich freuen, dass diese Probleme in Zukunft weniger werden.",1 Bewertung,Bewertet mit 3 von 5 Sternen,Xenia Medschinski,DE,,
Datum der Erfahrung: 12. September 2023,Unzuverlässig,"Verspätungen bei der deutschen bahn sind nichts neues… spontane ausfälle sorgen allerdings zusätzlich dafür, dass Menschen das Vertrauen immer weiter verlieren. Dazu kommen die viel zu hohen Preise, es sei denn man bucht 1 Jahr vorher ohne Stornierungsmöglichkeit🥰🥰",1 Bewertung,Bewertet mit 1 von 5 Sternen,Consumer,DE,,
Datum der Erfahrung: 17. September 2023,Die Deutsche Bahn ist absolut das Letzte,Die Deutsche Bahn ist absolut unzuverlässig. Verspätungen sind normal. Das der Zug überhaupt kommt oder sein Ziel erreicht ist dagegen nicht selbstverständlich,2 Bewertungen,Bewertet mit 1 von 5 Sternen,Damian Bukowski,DE,,
Datum der Erfahrung: 05. September 2023,Erreichbarkeit und Klärung bei…,"Erreichbarkeit und Klärung bei Stornierung katastrophal. Nachdem ich versehentlich ein falsches Ticket gebucht habe, wollte ich dieses stornieren. Das war zunächst gar nicht möglich. Anschließend musste ich ein aktuelles Ticket kaufen. Nach einer Woche wurde dann mein aktuelles Ticket storniert und ich hatte keine Möglichkeit mehr über die App zu buchen und kam sozusagen nicht mehr vom Fleck. Weder auf meine Mails noch auf meine Einschreiben habe ich bis dato eine Rückinfo erhalten. Ganz zu schweigen davon, dass sämtliche Nummern nicht zu erreichen sind und mein Anliegen wohl überhaupt nicht zu klären ist.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Susanne Polczyk,DE,,
Datum der Erfahrung: 10. September 2023,Ich stand heute am Bahnhof von Neustadt Hbf nach Mannheim Hbf,Ich stand heute am Bahnhof und von Neustadt nach Mannheim Hauptbahnhof mit der Linie S2 zu fahren. Lautet waren zwei Züge zuvor ausgefallen da ein notarzteinsatz auf der Strecke bestand. Die Bahn hat keinen schienenersatzverkehr gestellt das will ich nicht in Ordnung doppelt so thank you for travelers bis Deutsche Bahn. Die Bahn nimmt nur aber sie gibt nichts ein gutes Unternehmen für die Fahrgäste darzustellen. Erschreckend finde ich hierzu dass sie Deutsche Bahn mit Sicherheit seine negativen Bewertungen bewusst ist und dies nichts kümmert.,3 Bewertungen,Bewertet mit 1 von 5 Sternen,Fischrr,DE,,
Datum der Erfahrung: 11. September 2023,ZEIT DES MENSCHEN IST KOSTBAR !,REINSTE katastrophe !! Wer sich auf die Deutsche Bahn verlässt IST VERLASSEN !! Von Organisation bis hin zur Kompetenten Personen Beförderung ist hier rein GAR nichts zu sehen !! wie sagt man ? KEINE leistung KEIN geld !! Zug fahren sollte KOSTENLOS werden in diesem Zustand in der sich der Deutsche Gleisenverkehr befindet !!!!!!!!!,1 Bewertung,Bewertet mit 1 von 5 Sternen,Brizzle -,DE,,
Datum der Erfahrung: 10. September 2023,Würde am liebsten 0 sterne geben,"Würde am liebsten 0 sterne gebendeutsche bahn ist wirklich einfach nur katastrophal.Hatten einen 12 stunden flug hinter uns,haben uns gefreut endlich heim zu kommen aber natürlich muss deutsche bahn alles vermasseln.Zug 3 stündige verspätung,jeder hier ist müde und möchte heim ich bin schockiert.",1 Bewertung,Bewertet mit 1 von 5 Sternen,ak.karina,DE,,
Datum der Erfahrung: 09. September 2023,Frankfurt-Heidelberg/Mannheim,"Frankfurt-Heidelberg/Mannheim: Nachdem monatelangen Baustelle mit SEV (der selten kam) war nun wieder Baustelle. 6 Züge sind ausgefallen am 09.09.23. Info: ICE freigegeben für Jobticket Inhaber (ja, ich zahle fürs Jobticket). Info im Zug: Nicht freigegeben, man muss Ticket kaufen, bar aber nicht möglich. Zug total überfüllt. Info an DB-Schaltern zur Rückerstattung nicht möglich (Schlange von mehr als 35 Leuten, wer tut sich das an).Rückfahrt am 10.09.23 erst 3 Stunden später möglich als geplant, da alle Züge ausgefallen sind (RBs, ICEs, ICs). Zug natürlich heillos überfüllt. Toiletten gesperrt. Stimmung mies.",7 Bewertungen,Bewertet mit 1 von 5 Sternen,Susanne Peters,DE,,
Datum der Erfahrung: 13. September 2023,Der größte ÖPNV-Konzern Deutschlands hat keinen Kunden-Support,"Man braucht Hilfe weil man das Azubiticket kündigen will, man schreibt dem Support, was bekommt man? Eine automatische Mail zum Thema Deutschlandticket. Was soll ich mit Infos, die nichts mit meinem Thema zu tun haben?? Man schreibt also eine weitere Mail, um doch noch irgendwie klar zu kommen, was bekommt man? Nichts mehr! Warum zur Hölle gibts bei einem so großen Konzern wie der Deutschen Bahn keinen Kundensupport???",1 Bewertung,Bewertet mit 1 von 5 Sternen,Eye Yen,DE,,
Datum der Erfahrung: 16. September 2023,Wofür kundenkonto,Warum soll man sich um allen Verstand dieser Welt für jedes Ticket was man online kaufen will ein kundenkonto mit passwort etc erstellen..völlig überzogen und sinnlos.. man will nur von A nach BDanke und wieder lieber Auto,1 Bewertung,Bewertet mit 1 von 5 Sternen,Monika Walle,DE,,
Datum der Erfahrung: 19. September 2023,Zu Stoßzeiten genug Wagen bereitstellen? Ne zu kompliziert!,"Ich fahre fast täglich mit der DB, da es sich in meiner Umgebung anbietet das Bahnnetz zu nutzen. (Normalerweise) Die bekannten Probleme mit Verspätungen, plötzlichen Ausfällen etc. brauche ich wohl kaum mehr hier ansprechen. Aber was mir auch schon immer auf die Nerven gegangen ist, sind die fehlenden Wagen an den Bahnen. Jedes Mal lese ich ""ein Wagen fehlt"". Schön, mich bringt eigentlich so schnell nichts aus der Ruhe, akzeptiere ich halt volle Bahnen.. Aber am Hbf sind derzeit Bauarbeiten und deshalb kommen viele Bahnen nicht mehr alle 30min, sonder nur noch alle 60min, auch meine. Nervig, aber kann man akzeptieren für eine gewisse Zeit. Also denken wir mal logisch, die Leute von zwei Bahnen müssen in eine rein, soweit alles ok. Zum normalen Fahrtakt waren an einer Bahn 2-3 Wagen dran(eher zwei, auch mal nur einer). Sollte man denken doppelte Anzahl an Menschen in einer Bahn auch zumindest 3 oder minimum 2 Wagen? Nö, fast jeden Tag nur ein einziger Wagen! Die Bahn kommt bei uns an und die Leute stehen schon bis an der Tür und unsere 80 Leute an der Station sind nicht mal eingestiegen.Aber wer kann das schon ahnen, dass zu einer Zeit wie 7 Uhr Schulkinder und Arbeiter zur Stadt rein fahren wollen, vor allem wenn das die letzte Bahn vor 8Uhr ist? Aber egal, die können sich doch alle hin teleportieren.. Nachmittags 13-14Uhr und 16Uhr gleiches Problem, nur das ich da zum Glück meist erst später einsteige und sie dort inzwischen wieder leerer geworden ist. (Die Verspätungen merkt man trotzdem) Das Wagenproblem war vorher auch schon vorhanden, aber bei weitem nicht so schlimm, wie derzeit, wo man gebeten wird auszusteigen oder gar nicht erst einzusteigen!!",1 Bewertung,Bewertet mit 1 von 5 Sternen,Juliane,DE,,
Datum der Erfahrung: 07. September 2023,"Das Desaster Unternehmen... wie das Land, so seine Logistik!","Heute: Bahnfahrt nach Berlin, Ticketpreis 380 Euro. Zug zurück ist wegen Überfüllung nicht losgefahren, nach 1 Stunde und gewaltsamer Entfernung der zu vielen Fahrgäste dann Start. Dann am nächsten Bahnhof: Einstig von Leuten die den vorangegangenen Zug wegen Überfüllung verlassen mussten und jetzt bei uns mit wollten. Gleiches Spiel,  wieder Stillstand. Wieder Bundespolizei, Weiterfahrt mit 2 Std Verspätung. Dann Meldung: Zug endet in Nürnberg, weil zwischen Nürnberg und München Oberleitungsstörung. Ankunft in Erfurt: Lokführer der nach München fahren sollte steigt aus, weil er mit der Verspätung seine Fahrzeiten überschritten hat. Kein Lokführer mehr da. Kein Ersatz verfügbar. Seit einer Stunde in Erfurt nun: Warten auf den Lokführer. Unfassbar!",1 Bewertung,Bewertet mit 1 von 5 Sternen,Tobias Biehler,DE,,
Datum der Erfahrung: 04. September 2023,"Schwach angefangen, stark nachgelassen","Ist das Kleinkunst? Oder kann das weg?!Witzig auch hier, beim abgeben der Bewertung: Datum der Erfahrung…beinahe täglich gibt es leider nicht zur Auswahl.",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Davina Nolle,DE,,
Datum der Erfahrung: 27. August 2023,Zu kühl,"Diverse Verspätungen kann ich durchaus tolerieren. Was mir aber das Fahren verleidet sind die Klimaanlagen. Bin inzwischen durch Bahnfahren chronisch erkältet, was nun möglicherweise einige Operationen nachsichzieht. Es ist in den Zügen meistens zu kalt, bzw. die Klimaanlage bombardiert einen mit kalter Luft. Fällt dann einmal in einem Wagen die Klimaanlage aus, darf man ihn leider (auch auf eigenes Risiko hin) nicht benutzen. Ich denke, ich bin mit meinem Problem nicht allein. Werde wohl künftig das Bahnfahren einschränken müssen. Oder gibt es Abhilfe?",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Christoph Kukofka,DE,,
Datum der Erfahrung: 05. September 2023,Warum funktioniert es bei der Deutschen Bahn nicht mehr?,"Es kann doch nicht sein, dass man die letzten 20 Jahre keine Zugfahrt ohne Verspätung, ohne dass nicht irgend ein Defekt am Zug passiert, ohne Zugausfall, und noch Vieles mehr an Verhinderung einer reibungslosen Zugfahrt passiert!!!Armes Deutscland! Die DB samt der Nebenbuhler kann man mittlerweile schlechthin vergessen!Unternehmen doch endlich mal was für reibungslose Zugfahrten.Früher gings doch auch, vielleicht ein bisschen langsamer, aber dafür reibungslos und pünktlich!Jemand aus Südafrika, bei uns zu Besuch vor 25 Jahren, war damals als Eisenbahnfan völlig begeistert von der Pünktlichkeit und von den sekunden-geplsnten Abfahrten: Die Zeiten sind wohl längst vorbei?SCHADE DB!!!!!!!!",2 Bewertungen,Bewertet mit 1 von 5 Sternen,Claudia Birke,DE,,
Datum der Erfahrung: 09. September 2023,Kontrolleurin war sehr sehr…,Kontrolleurin war sehr sehr unfreundlich. Die erste klasse war komplett leer und der Rest des Zuges extrem voll bei hohen Temperaturen. Trotz leerer erster Klasse wurde i unfreundlich rausgeschmissen.,1 Bewertung,Bewertet mit 1 von 5 Sternen,Anja Michel,DE,,
Datum der Erfahrung: 05. September 2023,Totaler Sch3iss,"Totaler Sch3iss, Bahnen fallen aus ohne das irgendwie darauf hingewiesen geschweigedenn sivh entschuldigt wird.0sterne. Gäbe es eine Alternative die für den doppelten preis besser laufen würde, würde ich diese auf jedenfall nehmen .",1 Bewertung,Bewertet mit 1 von 5 Sternen,Tom.,DE,,
Datum der Erfahrung: 01. September 2023,Ansich finde ich die bahnen super…,Ansich finde ich die bahnen super vorallem jetzt mit dem kostenlosem wlan und den steck Dosen.. würde der Zug nicht immer so kalt sein bei diesen Außentemperaturen in Bayern und jetzt wo für viele die Ausbildungen und Schulen wieder anfangen nicht zu spät kommen würde würde ich ihnen probleme 5 Sterne geben. :(,1 Bewertung,Bewertet mit 4 von 5 Sternen,Celina,DE,,
Datum der Erfahrung: 12. September 2023,DB Hass,"Egal welchen Termin man einzuhalten hat, ob beruflich oder privat, wer mit DB fährt kann schonmal Entschuldigungsblumen oder -pralinen kaufen. Es ist keinerlei Verlass auf die deutsche Bahn und es ist mir auch ein Rätsel, weshalb es in Deutschland keinen echten Konkurrenten gibt, denn so hätte die DB zumindest ein Ansporn und müsste sich bessern. Die deutsche Bahn selbst hat pünktlich definiert, sodass in der Statistik selbst ein Zug bis 5 min Verspätung als pünktlich gilt. Nein DB auch ein Zug mit 5 min Verspätung ist unpünktlich. Fragwürdig wieso mal wieder in Deutschland ein Problem seit Jahren besteht und sich nichts ändert. Das Internet ist voll von schlechten Bewertungen und ich kenne auch niemanden der nur ein einziges gutes Wort über die DB fallen lässt. Das Laub liegt jedes Jahr auf den Gleisen und es ist jedes Jahr erneut eine Überraschung für die DB, denn präventiv dagegen vorgegangen wird nicht. Das ist dann eben so mit der Verspätung nh DB? Ist ja nicht so schlimm vom Staat wird man ja dennoch subventioniert und eine echt Konkurrenz gibt es auch nicht, also warum ändern?",1 Bewertung,Bewertet mit 1 von 5 Sternen,Marie B,DE,,
Datum der Erfahrung: 04. September 2023,Verspätung und unzuverlässig,"Verspätung, Verspätung, Verspätung.Zug bleibt immer wieder eine ganz Weile stehen ohne Infos warum. Ankunftszeit wird aber logischerweise immer später..Wenn man frustfrei Zug fahren möchte kann man dies leider nur außerhalb von Deutschland. Schade.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Jeremias Katscher,DE,,
Datum der Erfahrung: 08. September 2023,Schlechtestes Unternehmen Deutschlands,"Das schlimmste Unternehmen, das ich kenne, in jeglicher Hinsicht. Unpünktlichkeit und Unzuverlässigkeit sind an der Tagesordnung. Für die schlechte Leistung (falls sie netterweise überhaupt erbracht wird) viel zu teuer.",3 Bewertungen,Bewertet mit 1 von 5 Sternen,Lucy,DE,,
Datum der Erfahrung: 12. September 2023,Dieses Jahr ist besonders schlimm,"Dieses Jahr ist besonders schlimm. Nur Ausfälle, man kann sich gar nicht darauf verlassen. Ich will nicht wissen wie viel Zeit meines Lebens ich verwchwendet habe.Wirklich ganz schlimm, eine Katastrophe.",1 Bewertung,Bewertet mit 1 von 5 Sternen,Diana,DE,,
Datum der Erfahrung: 06. September 2023,Verspätungen sind die Regel,"Man muss immer mit Verspätungen rechnen und muss sich dann meistens auch noch in einen überfüllten Zug mit zu wenig Wagen quetschen, damit man dann auch mal ankommt und nicht noch auf den nächsten verspäteten Zug warten muss",1 Bewertung,Bewertet mit 1 von 5 Sternen,Nik Weischer,DE,,
Datum der Erfahrung: 10. September 2023,- Sterne geht leider nicht,- Sterne geht leider nicht. Was sich  bei diesem Laden erlaubt wird ist unterste Schublade. Am 10.September fahrt ICE von Berlin nach Hamm gebucht. 18 Uhr 46Zuerst viel der Zug aus. Bei Nachfrage am Schalter ob man auch bei dem Ersatz Zug seinen Sitzplatz einemen kann wurden wir mit den Worten ob wir zu blöde sind abgefertigt. Der Ersatz Zug hatte dann auch noch eine gute Stunde Verspätung. Jede andere Firma wäre bei so einem Verhalten längst Pleite. Und die netten Angestellten entsorgt. Aber wo soll man sich beschweren wenn sich an der Hotline eh keiner meldet. Also alles schön im Sand verlaufen lassen.,1 Bewertung,Bewertet mit 1 von 5 Sternen,N. Menzl,DE,,
